school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,total_incidents,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,cleaned_borough_name,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,,,Total Rows:,6309
2014-15,Q465,MISSING DBN,8-21 BAY 25 STREET CONSOLIDATED LOCATION,,8-21 BAY 25 STREET,Q,27,1690,4,"FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL | KNOWLEDGE AND POWER PREPARATORY ACADEMY VI | QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND | ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH | 8-21 BAY 25 STREET CONSOLIDATED LOCATION",2,7,17,3,6,35,8C,1501-1750,0.82,2.97,5.58,1.79,1.67,QUEENS,QUEENS,11691,40.60201,-73.762795,14,31,100802,4300730,4157360001,FAR ROCKAWAY-BAYSWATER,,,,
2014-15,Q470,MISSING DBN,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Q310,167-01 GOTHIC DRIVE,Q,28,661,4,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL| HILLSIDE ARTS & LETTERS ACADEMY| HIGH SCHOOL FOR COMMUNITY LEADERSHIP| JAMAICA GATEWAY TO THE SCIENCES| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11432,40.713218,-73.797237,8,24,452,4448806,4098580100,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q470,MISSING DBN,HILLSIDE ARTS & LETTERS ACADEMY,Q325,167-01 GOTHIC DRIVE,Q,28,464,4,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL| HILLSIDE ARTS & LETTERS ACADEMY| HIGH SCHOOL FOR COMMUNITY LEADERSHIP| JAMAICA GATEWAY TO THE SCIENCES| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11432,40.713218,-73.797237,8,24,452,4448806,4098580100,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q470,MISSING DBN,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,Q328,167-01 GOTHIC DRIVE,Q,28,418,4,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL| HILLSIDE ARTS & LETTERS ACADEMY| HIGH SCHOOL FOR COMMUNITY LEADERSHIP| JAMAICA GATEWAY TO THE SCIENCES| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11432,40.713218,-73.797237,8,24,452,4448806,4098580100,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q470,MISSING DBN,JAMAICA GATEWAY TO THE SCIENCES,Q350,167-01 GOTHIC DRIVE,Q,28,516,4,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL| HILLSIDE ARTS & LETTERS ACADEMY| HIGH SCHOOL FOR COMMUNITY LEADERSHIP| JAMAICA GATEWAY TO THE SCIENCES| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11432,40.713218,-73.797237,8,24,452,4448806,4098580100,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q470,MISSING DBN,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,,167-01 GOTHIC DRIVE,Q,28,2059,4,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL| HILLSIDE ARTS & LETTERS ACADEMY| HIGH SCHOOL FOR COMMUNITY LEADERSHIP| JAMAICA GATEWAY TO THE SCIENCES| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,2,4,12,3,3,24,10C,2001-2500,1.96,7.74,16.07,5.48,3.44,QUEENS,QUEENS,11432,40.713218,-73.797237,8,24,452,4448806,4098580100,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q475,MISSING DBN,RICHMOND HILL HIGH SCHOOL,Q475,89-30 114 STREET,Q,27,2175,2,RICHMOND HILL HIGH SCHOOL|RICHMOND HILL HS ANNEX(QS)|89-30 114 STREET|94-25 117 STREET|CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,10C,2001-2500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11418,40.695888,-73.833681,9,28,124,4195688,4093210001,RICHMOND HILL,,,,
2014-15,Q475,MISSING DBN,RICHMOND HILL HS ANNEX(QS),Q475,89-30 114 STREET,Q,27,,2,RICHMOND HILL HIGH SCHOOL|RICHMOND HILL HS ANNEX(QS)|89-30 114 STREET|94-25 117 STREET|CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11418,40.695888,-73.833681,9,28,124,4195688,4093210001,RICHMOND HILL,,,,
2014-15,Q475,MISSING DBN,89-30 114 STREET|94-25 117 STREET|CONSOLIDATED LOCATION,,89-30 114 STREET,Q,27,2175,2,RICHMOND HILL HIGH SCHOOL|RICHMOND HILL HS ANNEX(QS)|89-30 114 STREET|94-25 117 STREET|CONSOLIDATED LOCATION,1,6,36,4,3,50,10C,2001-2500,1.96,7.74,16.07,5.48,3.44,QUEENS,QUEENS,11418,40.695888,-73.833681,9,28,124,4195688,4093210001,RICHMOND HILL,,,,
2014-15,Q480,MISSING DBN,JOHN ADAMS HIGH SCHOOL,Q480,101-01 ROCKAWAY BOULEVARD,Q,27,2634,2,JOHN ADAMS HIGH SCHOOL|JOHN ADAMS YABC|101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,11C,2501-3000,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11417,40.679639,-73.837298,10,32,864,4202849,4095400002,SOUTH OZONE PARK,,,,
2014-15,Q480,MISSING DBN,JOHN ADAMS YABC,Q487,101-01 ROCKAWAY BOULEVARD,Q,27,245,2,JOHN ADAMS HIGH SCHOOL|JOHN ADAMS YABC|101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11417,40.679639,-73.837298,10,32,864,4202849,4095400002,SOUTH OZONE PARK,,,,
2014-15,Q480,MISSING DBN,101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,101-01 ROCKAWAY BOULEVARD,Q,27,2879,2,JOHN ADAMS HIGH SCHOOL|JOHN ADAMS YABC|101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,9,18,2,7,38,11C,2501-3000,3.33,12,34.5,6.42,7.17,QUEENS,QUEENS,11417,40.679639,-73.837298,10,32,864,4202849,4095400002,SOUTH OZONE PARK,,,,
2014-15,Q485,MISSING DBN,GROVER CLEVELAND HIGH SCHOOL,Q485,21-27 HIMROD STREET,Q,24,1828,1,GROVER CLEVELAND HIGH SCHOOL,0,5,6,3,2,16,9C,1751-2000,0.95,3.35,6.9,2.5,1.45,QUEENS,QUEENS,11385,40.711033,-73.908814,5,30,595,4080227,4033630001,RIDGEWOOD,,,,
2014-15,Q490,MISSING DBN,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,Q243,207- 01 116TH AVENUE,Q,29,199,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,Q490,MISSING DBN,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM,Q313,207- 01 116TH AVENUE,Q,29,113,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,Q490,MISSING DBN,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",Q492,207- 01 116TH AVENUE,Q,29,433,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,R014,MISSING DBN,100 TOMPKINS AVENUE CONSOLIDATED LOCATION,,100 TOMPKINS AVENUE,R,31,769,2,P.S. 014 CORNELIUS VANDERBILT | PS 78 | 100 TOMPKINS AVENUE CONSOLIDATED LOCATION,0,3,1,3,0,7,5C,751-1000,0.46,1.65,2.77,1.17,0.75,STATEN IS,STATEN ISLAND,10304,40.622455,-74.078508,1,49,29,5014176,5005450110,STAPLETON-ROSEBANK,,,,
2014-15,Q490,MISSING DBN,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",Q494,207- 01 116TH AVENUE,Q,29,132,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,Q490,MISSING DBN,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP",Q496,207- 01 116TH AVENUE,Q,29,94,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,R003,MISSING DBN,P.S. 003 THE MARGARET GIOIOSA SCHOOL,R003,80 SOUTH GOFF AVENUE,R,31,998,1,P.S. 003 THE MARGARET GIOIOSA SCHOOL,0,0,1,0,0,1,5C,751-1000,0.46,1.65,2.77,1.17,0.75,STATEN IS,STATEN ISLAND,10309,40.520699,-74.211264,3,51,198,5083311,5067960044,ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE,,,,
2014-15,Q490,MISSING DBN,HUMANITIES & ARTS MAGNET HIGH SCHOOL,Q498,207- 01 116TH AVENUE,Q,29,525,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,Q490,MISSING DBN,207- 01 116TH AVENUE CONSOLIDATED LOCATION,,207- 01 116TH AVENUE,Q,29,1496,6,"INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT|BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM|MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE|LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL|BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP|HUMANITIES & ARTS MAGNET HIGH SCHOOL|207- 01 116TH AVENUE CONSOLIDATED LOCATION",1,2,12,2,1,18,7C,1251-1500,0.89,3.22,5.07,2.18,1.64,QUEENS,QUEENS,11411,40.697819,-73.745728,13,27,53401,4238003,4110490001,CAMBRIA HEIGHTS,,,,
2014-15,Q499,MISSING DBN,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",Q499,148-20 REEVES AVENUE,Q,25,504,1,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",0,1,0,1,0,2,4C,501-750,0.31,1.12,1.82,0.79,0.51,QUEENS,QUEENS,11367,40.739246,-73.822057,8,24,809,4467571,4065070150,KEW GARDENS HILLS,,,,
2014-15,Q505,MISSING DBN,HILLCREST HIGH SCHOOL,Q505,160-05 HIGHLAND AVENUE,Q,28,3286,1,HILLCREST HIGH SCHOOL,4,6,11,7,3,31,12C,3001-4000,1.57,7.21,14.07,5.14,2.57,QUEENS,QUEENS,11432,40.709446,-73.80166,8,24,448,4448767,4097740001,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q515,MISSING DBN,TOWNSEND HARRIS HIGH SCHOOL,Q525,149-11 MELBOURNE AVENUE,Q,25,1132,1,TOWNSEND HARRIS HIGH SCHOOL,0,3,0,3,0,6,6C,1001-1250,0.48,2.19,3.69,1.29,1,QUEENS,QUEENS,11367,40.73439,-73.821392,8,24,809,4538714,4065070200,KEW GARDENS HILLS,,,,
2014-15,Q520,MISSING DBN,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,Q520,45-35 VAN DAM STREET,Q,24,514,2,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY | INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C | 45-35 VAN DAM STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11101,40.744412,-73.93364,2,26,179,4003442,4002490001,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q520,MISSING DBN,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,Q530,45-35 VAN DAM STREET,Q,24,509,2,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY | INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C | 45-35 VAN DAM STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11101,40.744412,-73.93364,2,26,179,4003442,4002490001,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q520,MISSING DBN,45-35 VAN DAM STREET CONSOLIDATED LOCATION,,45-35 VAN DAM STREET,Q,24,1023,2,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY | INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C | 45-35 VAN DAM STREET CONSOLIDATED LOCATION,0,1,0,0,1,2,6C,1001-1250,0.48,2.19,3.69,1.29,1,QUEENS,QUEENS,11101,40.744412,-73.93364,2,26,179,4003442,4002490001,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q566,MISSING DBN,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",Q566,74-20 COMMONWEALTH BLVD,Q,26,1120,1,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",3,2,6,4,1,16,6C,1001-1250,0.48,2.19,3.69,1.29,1,QUEENS,QUEENS,11426,40.746088,-73.727535,13,23,1567,4529899,4078700072,BELLEROSE,,,,
2014-15,Q570,MISSING DBN,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,Q501,35-12 35TH AVENUE,Q,30,808,1,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,0,2,0,1,0,3,5C,751-1000,0.46,1.65,2.77,1.17,0.75,QUEENS,QUEENS,11106,40.756534,-73.925121,1,26,57,4009594,4006390016,ASTORIA,,,,
2014-15,Q585,MISSING DBN,MASPETH HIGH SCHOOL,Q585,54-40 74TH STREET,Q,24,973,1,MASPETH HIGH SCHOOL,0,2,1,2,0,5,5C,751-1000,0.46,1.65,2.77,1.17,0.75,QUEENS,QUEENS,11373,40.729939,-73.887482,5,30,49302,4062864,4028030001,MASPETH,,,,
2014-15,Q595,MISSING DBN,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Q338,162-02 HILLSIDE AVENUE,Q,28,226,1,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,0,0,0,0,0,0,2C,1-250,0.36,0.76,1.17,0.64,0.37,QUEENS,QUEENS,11432,40.70848,-73.800065,12,24,44602,4209031,4097680022,JAMAICA,,,,
2014-15,Q600,MISSING DBN,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,Q600,37-02 47 AVENUE,Q,24,1553,1,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,0,3,7,1,1,12,8C,1501-1750,0.82,2.97,5.58,1.79,1.67,QUEENS,QUEENS,11101,40.742205,-73.928219,2,26,189,4003259,4002280020,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q610,MISSING DBN,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,Q610,45-30 36 STREET,Q,24,2168,1,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,0,1,5,0,1,7,10C,2001-2500,1.96,7.74,16.07,5.48,3.44,QUEENS,QUEENS,11101,40.743509,-73.929076,2,26,179,4436685,4002260001,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q620,MISSING DBN,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,Q620,165-65 84 AVENUE,Q,28,2098,1,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,3,6,8,7,2,26,10C,2001-2500,1.96,7.74,16.07,5.48,3.44,QUEENS,QUEENS,11432,40.715389,-73.800369,8,24,452,4211027,4098670002,BRIARWOOD-JAMAICA HILLS,,,,
2014-15,Q633,MISSING DBN,EAGLE ACADEMY FOR YOUNG MEN III,Q327,171-10 LINDEN BOULEVARD,Q,29,428,1,EAGLE ACADEMY FOR YOUNG MEN III,1,2,1,1,2,7,3C,251-500,0.27,1.11,1.38,0.8,0.48,QUEENS,QUEENS,11434,40.691712,-73.778923,12,27,432,4268543,4123930001,ST. ALBANS,,,,
2014-15,Q636,MISSING DBN,EPIC HIGH SCHOOL - NORTH,Q334,94-25 117TH STREET,Q,27,93,1,EPIC HIGH SCHOOL - NORTH,0,0,0,0,0,0,2C,1-250,0.36,0.76,1.17,0.64,0.37,QUEENS,QUEENS,11419,40.693006,-73.829407,9,28,120,4441342,4094350016,RICHMOND HILL,,,,
2014-15,Q686,MISSING DBN,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Q167,91-30 METROPOLITAN AVENUE,Q,28,722,3,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL | P.S. Q233 | QUEENS METROPOLITAN HIGH SCHOOL | 91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,FOREST HILLS,,,,
2014-15,Q686,MISSING DBN,QUEENS METROPOLITAN HIGH SCHOOL,Q686,91-30 METROPOLITAN AVENUE,Q,28,1035,3,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL | P.S. Q233 | QUEENS METROPOLITAN HIGH SCHOOL | 91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,FOREST HILLS,,,,
2014-15,Q686,MISSING DBN,P.S. Q233,Q233,91-30 METROPOLITAN AVENUE,Q,28,409,3,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL | P.S. Q233 | QUEENS METROPOLITAN HIGH SCHOOL | 91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,FOREST HILLS,,,,
2014-15,Q686,MISSING DBN,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,,91-30 METROPOLITAN AVENUE,Q,28,2166,3,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL | P.S. Q233 | QUEENS METROPOLITAN HIGH SCHOOL | 91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,0,3,1,1,1,6,10C,2001-2500,1.96,7.74,16.07,5.48,3.44,QUEENS,QUEENS,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,FOREST HILLS,,,,
2014-15,Q690,MISSING DBN,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,Q690,116-25 GUY R BREWER BOULEVARD,Q,28,604,1,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,0,5,12,0,3,20,4C,501-750,0.31,1.12,1.82,0.79,0.51,QUEENS,QUEENS,11434,40.686208,-73.784144,12,28,278,4464077,4123350049,BAISLEY PARK,,,,
2014-15,Q695,MISSING DBN,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Q680,160-20 GOETHALS AVENUE,Q,28,779,1,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,0,1,1,1,0,3,5C,751-1000,0.46,1.65,2.77,1.17,0.75,QUEENS,QUEENS,11432,40.718831,-73.806499,8,24,1267,4539721,4068580050,POMONOK-FLUSHING HEIGHTS-HILLCREST,,,,
2014-15,Q707,MISSING DBN,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,Q670,75-40 PARSONS BOULEVARD,Q,25,701,1,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,0,3,3,3,0,9,4C,501-750,0.31,1.12,1.82,0.79,0.51,QUEENS,QUEENS,11366,40.725603,-73.810697,8,24,77908,4147452,4068090056,KEW GARDENS HILLS,,,,
2014-15,Q721,MISSING DBN,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,Q016,41-15 104 STREET,Q,24,1716,1,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,0,0,0,0,0,0,8C,1501-1750,0.82,2.97,5.58,1.79,1.67,QUEENS,QUEENS,11368,40.748987,-73.86123,4,21,403,4048820,4019850001,NORTH CORONA,,,,
2014-15,Q722,MISSING DBN,JOHN F. KENNEDY JR. SCHOOL,Q721,57-12 94 STREET,Q,24,484,1,JOHN F. KENNEDY JR. SCHOOL,0,1,0,0,1,2,3C,251-500,0.27,1.11,1.38,0.8,0.48,QUEENS,QUEENS,11373,40.736003,-73.867478,4,25,683,4462647,4018730050,ELMHURST,,,,
2014-15,Q725,MISSING DBN,INFORMATION TECHNOLOGY HIGH SCHOOL,Q502,21-16 44TH ROAD,Q,30,970,1,INFORMATION TECHNOLOGY HIGH SCHOOL,0,2,8,0,2,12,5C,751-1000,0.46,1.65,2.77,1.17,0.75,QUEENS,QUEENS,11101,40.748701,-73.94638,2,26,19,4005184,4004380026,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q811,MISSING DBN,P.S. Q811,Q811,61-25 MARATHON PARKWAY,Q,26,401,1,P.S. Q811,0,0,0,0,0,0,3C,251-500,0.27,1.11,1.38,0.8,0.48,QUEENS,QUEENS,11362,40.756778,-73.729487,11,23,152902,4173060,4083610001,DOUGLAS MANOR-DOUGLASTON-LITTLE NECK,,,,
2014-15,Q733,MISSING DBN,PATHWAYS TO GRADUATION,Q950,90-01 SUTPHIN BOULEVARD,Q,28,3344,1,PATHWAYS TO GRADUATION,0,0,0,0,0,0,12C,3001-4000,1.57,7.21,14.07,5.14,2.57,QUEENS,QUEENS,11435,40.70284,-73.808352,12,24,240,4206785,4096770016,JAMAICA,,,,
2014-15,Q735,MISSING DBN,ACADEMY OF FINANCE AND ENTERPRISE,Q264,30-20 THOMSON AVENUE,Q,24,478,3,ACADEMY OF FINANCE AND ENTERPRISE | HIGH SCHOOL OF APPLIED COMMUNICATION | BARD HIGH SCHOOL EARLY COLLEGE QUEENS | 30-20 THOMSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
2014-15,Q735,MISSING DBN,HIGH SCHOOL OF APPLIED COMMUNICATION,Q267,30-20 THOMSON AVENUE,Q,24,421,3,ACADEMY OF FINANCE AND ENTERPRISE | HIGH SCHOOL OF APPLIED COMMUNICATION | BARD HIGH SCHOOL EARLY COLLEGE QUEENS | 30-20 THOMSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,HUNTERS POINT-SUNNYSIDE-WEST MASPETH,,,,
