school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,total_incidents,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,cleaned_borough_name,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,,,Total Rows:,6309
2015-16,Q114,02M575,P.S. / M.S. 114 BELLE HARBOR,Q114,134-01 CRONSTON AVENUE,Q,27,640,1,P.S. / M.S. 114 BELLE HARBOR,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11694,40.578261,-73.854403,14,32,928,4305615,4162570001,BREEZY POINT-BELLE HARBOR-ROCKAWAY PARK-BROAD CHANNEL,,,,
2015-16,Q113,02M413,P.S./I.S. 113 ANTHONY J. PRANZO,Q113,78-23 87TH STREET,Q,24,948,1,P.S./I.S. 113 ANTHONY J. PRANZO,1,1,0,0,2,4,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11385,40.705516,-73.862208,5,30,637,4094055,4038460040,GLENDALE,,,,
2015-16,Q112,02M655,P.S. 112 DUTCH KILLS,Q112,25-05 37 AVENUE,Q,30,524,1,P.S. 112 DUTCH KILLS,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11101,40.756891,-73.934523,1,26,33,4004170,4003440001,QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY,,,,
2015-16,Q111,75M721,P.S. 111 JACOB BLACKWELL,Q111,37-15 13 STREET,Q,30,285,1,P.S. 111 JACOB BLACKWELL,0,2,4,1,1,8,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11101,40.758831,-73.93938,1,26,43,4004419,4003630001,QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY,,,,
2015-16,Q109,02M560,JEAN NUZZI INTERMEDIATE SCHOOL,Q109,213-10 92 AVENUE,Q,29,964,1,JEAN NUZZI INTERMEDIATE SCHOOL,0,4,8,3,0,15,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11428,40.720713,-73.747001,13,23,542,4226839,4106260001,QUEENS VILLAGE,,,,
2015-16,Q108,84M170,P.S. 108 CAPTAIN VINCENT G. FOWLER,Q108,108-10 109 AVENUE,Q,27,1446,1,P.S. 108 CAPTAIN VINCENT G. FOWLER,0,0,0,0,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,QUEENS,QUEENS,11420,40.679584,-73.831547,10,28,96,4247572,4114750011,SOUTH OZONE PARK,,,,
2015-16,Q107,02M625,P.S. 107 THOMAS A DOOLEY,Q107,167-02 45 AVENUE,Q,25,989,1,P.S. 107 THOMAS A DOOLEY,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11358,40.756013,-73.799706,7,19,1195,4123454,4054460018,EAST FLUSHING,,,,
2015-16,Q106,02M507,P.S. 106,Q106,180 BEACH 35 STREET,Q,27,218,1,P.S. 106,0,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,QUEENS,QUEENS,11691,40.593779,-73.767199,14,31,992,4441244,4158610035,HAMMELS-ARVERNE-EDGEMERE,,,,
2015-16,Q105,02M393,P.S. 105 THE BAY SCHOOL,Q105,420 BEACH 51 STREET,Q,27,890,1,P.S. 105 THE BAY SCHOOL,0,2,1,2,0,5,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11691,40.595779,-73.781876,14,31,97203,4302397,4159740003,HAMMELS-ARVERNE-EDGEMERE,,,,
2015-16,Q104,02M139,P.S. 104 THE BAYS WATER,Q104,26-01 MOTT AVENUE,Q,27,722,1,P.S. 104 THE BAYS WATER,1,0,0,1,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11691,40.608467,-73.764548,14,31,100801,4442313,4156930001,FAR ROCKAWAY-BAYSWATER,,,,
2015-16,Q102,84M351,P.S. 102 BAYVIEW,Q102,55-24 VAN HORN STREET,Q,24,1314,1,P.S. 102 BAYVIEW,0,0,0,0,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,QUEENS,QUEENS,11373,40.733514,-73.877857,4,25,479,4437597,4028790031,ELMHURST-MASPETH,,,,
2015-16,Q101,02M500,P.S. 101 SCHOOL IN THE GARDENS,Q101,2 RUSSELL PLACE,Q,28,633,1,P.S. 101 SCHOOL IN THE GARDENS,1,1,0,2,0,4,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11375,40.715585,-73.843898,6,29,723,4078312,4032700001,FOREST HILLS,,,,
2015-16,Q100,02M432,P.S. 100 GLEN MORRIS,Q100,111-11 118 STREET,Q,27,966,1,P.S. 100 GLEN MORRIS,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11420,40.679984,-73.822078,10,28,102,4250416,4116230001,SOUTH OZONE PARK,,,,
2015-16,Q099,02M427,P.S. 099 KEW GARDENS,Q099,82-37 KEW GARDENS ROAD,Q,28,836,1,P.S. 099 KEW GARDENS,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11415,40.711419,-73.828628,9,29,216,4080168,4033600001,KEW GARDENS,,,,
2015-16,Q098,02M615,P.S. 098 THE DOUGLASTON SCHOOL,Q098,40-20 235 STREET,Q,26,205,1,P.S. 098 THE DOUGLASTON SCHOOL,0,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,QUEENS,QUEENS,11363,40.769271,-73.749369,11,19,1483,4168629,4080820285,DOUGLAS MANOR-DOUGLASTON-LITTLE NECK,,,,
2015-16,Q097,02M376,P.S. 097 FOREST PARK,Q097,85-52 85 STREET,Q,27,741,1,P.S. 097 FOREST PARK,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11421,40.694518,-73.859659,9,32,12,4181565,4088550020,WOODHAVEN,,,,
2015-16,Q096,02M600,P.S. 096,Q096,130-01 ROCKAWAY BOULEVARD,Q,27,309,1,P.S. 096,0,0,1,0,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11420,40.674991,-73.808371,10,28,180,4253028,4116940027,SOUTH OZONE PARK,,,,
2015-16,Q095,06M540,P.S. 095 EASTWOOD,Q095,179-01 90 AVENUE,Q,29,1517,1,P.S. 095 EASTWOOD,0,0,0,0,0,0,8C,1501-1750,0.59,2.3,4.8,1.36,1.17,QUEENS,QUEENS,11432,40.710624,-73.783423,12,27,468,4446042,4099140001,JAMAICA,,,,
2015-16,Q094,02M542,P.S. 094 DAVID D. PORTER,Q094,41-77 LITTLE NECK PARKWAY,Q,26,366,1,P.S. 094 DAVID D. PORTER,0,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11363,40.771186,-73.739252,11,19,1479,4169468,4081350029,DOUGLAS MANOR-DOUGLASTON-LITTLE NECK,,,,
2015-16,Q093,02M303,I.S. 093 RIDGEWOOD,Q093,66-56 FOREST AVENUE,Q,24,1150,1,I.S. 093 RIDGEWOOD,0,1,2,0,1,4,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11385,40.706041,-73.902584,5,30,589,4083511,4034900001,RIDGEWOOD,,,,
2015-16,Q091,02M300,P.S. 091 RICHARD ARKWRIGHT,Q091,68-10 CENTRAL AVE,Q,24,811,1,P.S. 091 RICHARD ARKWRIGHT,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11385,40.703661,-73.885107,5,30,627,,,GLENDALE,,,,
2015-16,Q090,02M296,P.S. 090 HORACE MANN,Q090,86-50 109 STREET,Q,27,851,1,P.S. 090 HORACE MANN,0,0,1,0,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11418,40.697033,-73.839213,9,32,128,4192167,4092040028,RICHMOND HILL,,,,
2015-16,Q089,02M288,P.S. 089 ELMHURST,Q089,85-28 BRITTON AVENUE,Q,24,2007,1,P.S. 089 ELMHURST,0,0,0,0,0,0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,QUEENS,QUEENS,11373,40.745923,-73.880205,4,25,271,4037370,4015140001,ELMHURST,,,,
2015-16,Q088,06M528,P.S. 088 SENECA,Q088,60-85 CATALPA AVENUE,Q,24,1069,1,P.S. 088 SENECA,0,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11385,40.703779,-73.896374,5,30,585,4085173,4035340012,RIDGEWOOD,,,,
2015-16,Q087,75M501,P.S. / I.S. 087 MIDDLE VILLAGE,Q087,67-54 80 STREET,Q,24,593,1,P.S. / I.S. 087 MIDDLE VILLAGE,0,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11379,40.711815,-73.871238,5,30,621,4091737,4037820027,MIDDLE VILLAGE,,,,
2015-16,Q086,02M520,P.S. Q086,Q086,87-41 PARSONS BOULEVARD,Q,28,934,1,P.S. Q086,0,1,0,0,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11432,40.708898,-73.803938,8,24,448,4438678,4097740001,BRIARWOOD-JAMAICA HILLS,,,,
2015-16,Q085,02M282,P.S. 085 JUDGE CHARLES VALLONE,Q085,23-70 31 STREET,Q,30,593,1,P.S. 085 JUDGE CHARLES VALLONE,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11105,40.772863,-73.914708,1,22,115,4017485,4008420031,STEINWAY,,,,
2015-16,Q084,02M418,P.S. 084 STEINWAY,Q084,22-45 41 STREET,Q,30,346,1,P.S. 084 STEINWAY,0,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11105,40.771512,-73.90633,1,22,119,4015334,4007940017,STEINWAY,,,,
2015-16,Q082,02M280,P.S. 082 HAMMOND,Q082,88-02 144 STREET,Q,28,643,1,P.S. 082 HAMMOND,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11435,40.704072,-73.811771,12,24,214,4206905,4096840008,BRIARWOOD-JAMAICA HILLS,,,,
2015-16,Q081,02M135,P.S. 81Q JEAN PAUL RICHTER,Q081,559 CYPRESS AVENUE,Q,24,861,1,P.S. 81Q JEAN PAUL RICHTER,0,0,1,0,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11385,40.703765,-73.912344,5,34,545,4082076,4034370001,RIDGEWOOD,,,,
2015-16,Q080,02M150,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,Q080,171-05 137TH AVENUE,Q,28,551,1,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11434,40.67282,-73.769252,12,28,33402,4270056,4124950166,SPRINGFIELD GARDENS NORTH,,,,
2015-16,Q079,03M505,P.S. 079 FRANCIS LEWIS,Q079,147-27 15 DRIVE,Q,25,1065,1,P.S. 079 FRANCIS LEWIS,0,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11357,40.785909,-73.818058,7,19,1039,4105232,4046470001,WHITESTONE,,,,
2015-16,Q076,05M469,P.S. 076 WILLIAM HALLET,Q076,36-36 10 STREET,Q,30,557,1,P.S. 076 WILLIAM HALLET,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11106,40.760852,-73.941143,1,26,39,4004331,4003540001,QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY,,,,
2015-16,Q075,05M157,ROBERT E. PEARY SCHOOL,Q075,16-66 HANCOCK STREET,Q,24,539,1,ROBERT E. PEARY SCHOOL,0,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11385,40.698476,-73.905556,5,34,553,4085584,4035490044,RIDGEWOOD,,,,
2015-16,Q074,84M341,J.H.S. 074 NATHANIEL HAWTHORNE,Q074,61-15 OCEANIA STREET,Q,26,1122,1,J.H.S. 074 NATHANIEL HAWTHORNE,0,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11364,40.745201,-73.767446,11,23,1367,4163953,4077230001,OAKLAND GARDENS,,,,
2015-16,Q073,04M495,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,Q073,70-02 54 AVENUE,Q,24,1975,1,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,1,0,1,1,0,3,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,QUEENS,QUEENS,11378,40.729215,-73.893624,5,30,49302,4058611,4025030031,MASPETH,,,,
2015-16,Q260,03M541,PIONEER ACADEMY,Q307,40-20 100TH STREET,Q,24,993,1,PIONEER ACADEMY,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11368,40.748838,-73.865161,4,21,407,4040271,4016080058,NORTH CORONA,,,,
2015-16,Q072,03M494,133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,,133-25 GUY R BREWER BOULEVARD,Q,28,807,2,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72| REDWOOD MIDDLE SCHOOL| 133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,2,4,1,4,1,12,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,SPRINGFIELD GARDENS NORTH,,,,
2015-16,Q072,03M492,REDWOOD MIDDLE SCHOOL,Q332,133-25 GUY R BREWER BOULEVARD,Q,28,202,2,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72| REDWOOD MIDDLE SCHOOL| 133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,SPRINGFIELD GARDENS NORTH,,,,
2015-16,Q072,03M307,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,Q072,133-25 GUY R BREWER BOULEVARD,Q,28,605,2,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72| REDWOOD MIDDLE SCHOOL| 133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,SPRINGFIELD GARDENS NORTH,,,,
2015-16,Q071,02M527,P.S. 071 FOREST,Q071,62-85 FOREST AVENUE,Q,24,891,1,P.S. 071 FOREST,1,0,1,1,0,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11385,40.711203,-73.905286,5,30,595,4083519,4034920007,RIDGEWOOD,,,,
2015-16,Q070,03M299,P.S. 070,Q070,30-45 42 STREET,Q,30,999,1,P.S. 070,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11103,40.762103,-73.914227,1,22,149,4442503,4006960014,ASTORIA,,,,
2015-16,Q069,01M650,P.S. 069 JACKSON HEIGHTS,Q069,77-02 37 AVENUE,Q,30,1087,1,P.S. 069 JACKSON HEIGHTS,0,0,1,0,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11372,40.749266,-73.888817,3,25,287,4029892,4012880001,JACKSON HEIGHTS,,,,
2015-16,Q068,03M283,P.S. 068 CAMBRIDGE,Q068,59-09 SAINT FELIX AVENUE,Q,24,757,1,P.S. 068 CAMBRIDGE,0,1,0,1,0,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11385,40.696556,-73.897405,5,30,557,4437837,4035790001,RIDGEWOOD,,,,
2015-16,Q067,02M630,J.H.S. 067 LOUIS PASTEUR,Q067,51-60 MARATHON PARKWAY,Q,26,907,1,J.H.S. 067 LOUIS PASTEUR,0,1,1,1,0,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11362,40.762708,-73.733694,11,19,150701,4170797,4082210012,DOUGLAS MANOR-DOUGLASTON-LITTLE NECK,,,,
2015-16,Q066,02M059,P.S. 066 JACQUELINE KENNEDY ONASSIS,Q066,85-11 102 STREET,Q,27,544,1,P.S. 066 JACQUELINE KENNEDY ONASSIS,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11418,40.697836,-73.846558,9,32,24,4191497,4091830001,RICHMOND HILL,,,,
2015-16,Q064,03M485,P.S. 064 JOSEPH P. ADDABBO,Q064,82-01 101 AVENUE,Q,27,664,1,P.S. 064 JOSEPH P. ADDABBO,0,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11416,40.681172,-73.856918,9,32,42,4188214,4090530014,WOODHAVEN,,,,
2015-16,Q063,02M565,P.S. 063 OLD SOUTH,Q063,90-15 SUTTER AVENUE,Q,27,1377,1,P.S. 063 OLD SOUTH,0,0,0,0,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,QUEENS,QUEENS,11417,40.67641,-73.846773,10,32,54,4190727,4091550025,OZONE PARK,,,,
2015-16,Q062,02M519,P. S. 62 - CHESTER PARK SCHOOL,Q062,97-25 108 STREET,Q,27,947,1,P. S. 62 - CHESTER PARK SCHOOL,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11419,40.68867,-73.836205,9,28,110,4197909,4094100001,RICHMOND HILL,,,,
2015-16,Q061,02M459,I.S. 061 LEONARDO DA VINCI,Q061,98-50 50 AVENUE,Q,24,2158,1,I.S. 061 LEONARDO DA VINCI,0,2,2,0,0,4,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,QUEENS,QUEENS,11368,40.742668,-73.863307,4,21,44302,4046834,4018910032,CORONA,,,,
2015-16,Q060,02M449,P.S. 060 WOODHAVEN,Q060,91-02 88 AVENUE,Q,27,1233,1,P.S. 060 WOODHAVEN,0,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11421,40.692179,-73.852636,9,32,18,4184144,4089290058,WOODHAVEN,,,,
2015-16,Q059,02M225,I.S. 059 SPRINGFIELD GARDENS,Q059,132-55 RIDGEDALE STREET,Q,29,548,2,I.S. 059 SPRINGFIELD GARDENS I SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS-NEW YORK 6,0,1,2,0,1,4,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11413,40.68173,-73.753429,12,27,352,4274083,4127230076,ST. ALBANS,,,,
2015-16,Q058,02M475,P.S. 58 - THE SCHOOL OF HEROES,Q058,72-24 GRAND AVENUE,Q,24,1029,1,P.S. 58 - THE SCHOOL OF HEROES,0,0,1,0,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11378,40.728735,-73.890699,5,30,49302,4607309,4028020001,MASPETH,,,,
2015-16,Q056,75M226,P.S. 056 HARRY EICHLER,Q056,86-10 114 STREET,Q,27,407,1,P.S. 056 HARRY EICHLER,0,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11418,40.69919,-73.835299,9,32,130,4192689,4092260057,RICHMOND HILL,,,,
2015-16,Q054,02M420,P.S. 054 HILLSIDE,Q054,86-02 127 STREET,Q,28,586,1,P.S. 054 HILLSIDE,0,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11418,40.70292,-73.824221,9,29,14201,4193916,4092800001,RICHMOND HILL,,,,
2015-16,Q053,02M407,10-45 NAMEOKE STREET CONSOLIDATED LOCATION,,10-45 NAMEOKE STREET,Q,27,624,2,M.S. 053 BRIAN PICCOLO| VILLAGE ACADEMY| ALC - MS 53| 10-45 NAMEOKE STREET CONSOLIDATED LOCATION,0,0,3,0,0,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11691,40.603622,-73.749097,14,31,103202,4298234,4155570025,FAR ROCKAWAY-BAYSWATER,,,,
2015-16,Q053,84M523,VILLAGE ACADEMY,Q319,10-45 NAMEOKE STREET,Q,27,307,2,M.S. 053 BRIAN PICCOLO| VILLAGE ACADEMY| ALC - MS 53| 10-45 NAMEOKE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11691,40.603622,-73.749097,14,31,103202,4298234,4155570025,FAR ROCKAWAY-BAYSWATER,,,,
2015-16,Q053,03M417,M.S. 053 BRIAN PICCOLO,Q053,10-45 NAMEOKE STREET,Q,27,317,2,M.S. 053 BRIAN PICCOLO| VILLAGE ACADEMY| ALC - MS 53| 10-45 NAMEOKE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11691,40.603622,-73.749097,14,31,103202,4298234,4155570025,FAR ROCKAWAY-BAYSWATER,,,,
2015-16,Q052,03M404,P.S. 052 QUEENS,Q052,178-37 146 TERRACE,Q,29,509,1,P.S. 052 QUEENS,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11434,40.661122,-73.766733,13,31,320,4285972,4133530020,SPRINGFIELD GARDENS SOUTH-BROOKVILLE,,,,
2015-16,Q051,03M403,P.S. 051,Q051,87-45 117 STREET,Q,27,255,1,P.S. 051,0,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11418,40.699015,-73.832356,9,29,122,4449704,4093270026,RICHMOND HILL,,,,
2015-16,Q050,03M402,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,Q050,143-26 101 AVENUE,Q,28,801,1,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,0,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11435,40.695238,-73.807364,12,28,206,4214461,4100240012,JAMAICA,,,,
2015-16,Q049,06M468,P.S. 049 DOROTHY BONAWIT KOLE,Q049,63-60 80th Street,Q,24,1102,1,P.S. 049 DOROTHY BONAWIT KOLE,0,1,0,0,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,QUEENS,11379,40.719867,-73.875093,5,30,663,4069253,4029900045,MIDDLE VILLAGE,,,,
2015-16,Q047,06M467,P.S. 047 CHRIS GALAS,Q047,9 POWER ROAD,Q,27,220,1,P.S. 047 CHRIS GALAS,0,0,1,0,0,1,2C,1-250,0.24,0.71,1.71,0.51,0.32,QUEENS,QUEENS,11693,40.606353,-73.820445,14,32,107201,4448968,4153130485,BREEZY POINT-BELLE HARBOR-ROCKAWAY PARK-BROAD CHANNEL,,,,
2015-16,Q046,06M463,P.S. 046 ALLEY POND,Q046,64-45 218 STREET,Q,26,613,1,P.S. 046 ALLEY POND,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11364,40.746202,-73.758752,11,23,1367,4162449,4076190001,OAKLAND GARDENS,,,,
2015-16,Q045,06M462,P.S. 045 CLARENCE WITHERSPOON,Q045,126-28 150 STREET,Q,27,391,1,P.S. 045 CLARENCE WITHERSPOON,0,0,3,0,0,3,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11436,40.672727,-73.788164,12,28,788,4262725,4121040001,BAISLEY PARK,,,,
2015-16,Q043,06M457,P.S. 043,Q043,160 BEACH 29 STREET,Q,27,981,1,P.S. 043,0,5,4,3,2,14,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS,QUEENS,11691,40.593834,-73.76174,14,31,99802,4467711,4158200001,FAR ROCKAWAY-BAYSWATER,,,,
2015-16,Q042,84M174,P.S./M.S 042 R. VERNAM,Q042,488 BEACH 66 STREET,Q,27,701,1,P.S./M.S 042 R. VERNAM,1,4,6,1,3,15,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11692,40.594538,-73.795304,14,31,964,4302817,4160390014,HAMMELS-ARVERNE-EDGEMERE,,,,
2015-16,Q041,06M346,P.S. 041 CROCHERON,Q041,214-43 35 AVENUE,Q,26,521,1,P.S. 041 CROCHERON,0,1,0,1,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11361,40.769601,-73.770863,11,19,1097,4135975,4061210001,BAYSIDE-BAYSIDE HILLS,,,,
2015-16,Q040,02M546,109-20 UNION HALL STREET CONSOLIDATED LOCATION,,109-20 UNION HALL STREET,Q,28,610,2,P.S. 040 SAMUEL HUNTINGTON | JAMAICA CHILDREN'S SCHOOL | 109-20 UNION HALL STREET CONSOLIDATED LOCATION,0,1,1,0,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11433,40.694125,-73.790675,12,28,260,4263341,4121510001,SOUTH JAMAICA,,,,
2015-16,Q040,02M533,JAMAICA CHILDREN'S SCHOOL,Q312,109-20 UNION HALL STREET,Q,28,72,2,P.S. 040 SAMUEL HUNTINGTON | JAMAICA CHILDREN'S SCHOOL | 109-20 UNION HALL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11433,40.694125,-73.790675,12,28,260,4263341,4121510001,SOUTH JAMAICA,,,,
2015-16,Q040,02M473,P.S. 040 SAMUEL HUNTINGTON,Q040,109-20 UNION HALL STREET,Q,28,538,2,P.S. 040 SAMUEL HUNTINGTON | JAMAICA CHILDREN'S SCHOOL | 109-20 UNION HALL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,0,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS,QUEENS,11433,40.694125,-73.790675,12,28,260,4263341,4121510001,SOUTH JAMAICA,,,,
2015-16,Q038,02M438,P.S. 038 ROSEDALE,Q038,135-21 241 STREET,Q,29,218,1,P.S. 038 ROSEDALE,0,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,QUEENS,QUEENS,11422,40.671561,-73.734043,13,31,638,4284236,4132220001,ROSEDALE,,,,
2015-16,Q037,02M399,CYNTHIA JENKINS SCHOOL,Q037,179-37 137 AVENUE,Q,29,547,1,CYNTHIA JENKINS SCHOOL,0,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS,QUEENS,11434,40.67588,-73.758505,12,27,352,4279864,4129930118,ST. ALBANS,,,,
2015-16,Q036,02M374,P.S. 036 SAINT ALBANS SCHOOL,Q036,187-01 FOCH BOULEVARD,Q,29,487,1,P.S. 036 SAINT ALBANS SCHOOL,0,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS,QUEENS,11412,40.690828,-73.763907,12,27,366,4268900,4124390032,ST. ALBANS,,,,
